field,recommendation,filepath,type,optional,comment,line_number,export_modifier,extends,readonly,interface
name,"📝 CLARIFY: too generic,string,false,,23,export,,false,src/clients/cc-api/commands/organisation/organisation.types.d.ts
ApplicationSummary,instanceType,✅ KEEP,string,false,,24,export,,false,src/clients/cc-api/commands/organisation/organisation.types.d.ts
ApplicationSummary,instanceVariant,✅ KEEP,string,false,,25,export,,false,src/clients/cc-api/commands/organisation/organisation.types.d.ts
ApplicationSummary,variantSlug,✅ KEEP,string,false,,26,export,,false,src/clients/cc-api/commands/organisation/organisation.types.d.ts
ApplicationSummary,archived,✅ KEEP,false,false,,27,export,,false,src/clients/cc-api/commands/organisation/organisation.types.d.ts
ApplicationSummary,homogeneous,✅ KEEP,false,false,,28,export,,false,src/clients/cc-api/commands/organisation/organisation.types.d.ts
ApplicationSummary,variantLogoUrl,✅ KEEP,string,false,,29,export,,false,src/clients/cc-api/commands/organisation/organisation.types.d.ts
ApplicationSummary,state,📝 REVIEW: use ""state"" for data/resource state",src/clients/cc-api/commands/organisation/organisation.types.d.ts,string,false,,30,export,,false,ApplicationSummary
commit,✅ KEEP,src/clients/cc-api/commands/organisation/organisation.types.d.ts,string,false,,31,export,,false,ApplicationSummary
systemTags,✅ KEEP,src/clients/cc-api/commands/organisation/organisation.types.d.ts,Array<string>,false,,32,export,,false,ApplicationSummary
customerTags,✅ KEEP,src/clients/cc-api/commands/organisation/organisation.types.d.ts,Array<string>,false,,33,export,,false,ApplicationSummary
id,✅ KEEP (primary identifier),src/clients/cc-api/commands/organisation/organisation.types.d.ts,string,false,,37,export,,false,AddonSummary
name,"📝 CLARIFY: too generic,string,false,,38,export,,false,src/clients/cc-api/commands/organisation/organisation.types.d.ts
AddonSummary,realId,✅ KEEP,string,false,,39,export,,false,src/clients/cc-api/commands/organisation/organisation.types.d.ts
AddonSummary,providerId,✅ KEEP,string,false,,40,export,,false,src/clients/cc-api/commands/organisation/organisation.types.d.ts
AddonSummary,logoUrl,✅ KEEP,string,false,,41,export,,false,src/clients/cc-api/commands/organisation/organisation.types.d.ts
AddonSummary,systemTags,✅ KEEP,Array<string>,false,,42,export,,false,src/clients/cc-api/commands/organisation/organisation.types.d.ts
AddonSummary,customerTags,✅ KEEP,Array<string>,false,,43,export,,false,src/clients/cc-api/commands/organisation/organisation.types.d.ts
ConsumerSummary,name,📝 CLARIFY: too generic",src/clients/cc-api/commands/organisation/organisation.types.d.ts,string,false,,47,export,,false,AddonSummary
key,"📝 CLARIFY: too generic,string,false,,48,export,,false,src/clients/cc-api/commands/organisation/organisation.types.d.ts
ConsumerSummary,picture,✅ KEEP,string,false,,49,export,,false,src/clients/cc-api/commands/organisation/organisation.types.d.ts
ProviderSummary,id,✅ KEEP (primary identifier),string,false,,53,export,,false,src/clients/cc-api/commands/organisation/organisation.types.d.ts
ProviderSummary,name,📝 CLARIFY: too generic",src/clients/cc-api/commands/organisation/organisation.types.d.ts,string,false,,54,export,,false,ConsumerSummary
id,✅ KEEP (primary identifier),src/clients/cc-api/commands/organisation/organisation.types.d.ts,string,false,,58,export,,false,Organisation
name,"📝 CLARIFY: too generic,string,false,,59,export,,false,src/clients/cc-api/commands/organisation/organisation.types.d.ts
Organisation,description,✅ KEEP,string,false,,60,export,,false,src/clients/cc-api/commands/organisation/organisation.types.d.ts
Organisation,billingEmailAddress,🔄 RENAME: networkGroup* (ng is unclear),string,false,renamed from billingEmail,62,export,,false,src/clients/cc-api/commands/organisation/organisation.types.d.ts
Organisation,address,✅ KEEP,string,false,,63,export,,false,src/clients/cc-api/commands/organisation/organisation.types.d.ts
Organisation,city,✅ KEEP,string,false,,64,export,,false,src/clients/cc-api/commands/organisation/organisation.types.d.ts
Organisation,zipcode,✅ KEEP,string,false,,65,export,,false,src/clients/cc-api/commands/organisation/organisation.types.d.ts
Organisation,country,✅ KEEP,string,false,,66,export,,false,src/clients/cc-api/commands/organisation/organisation.types.d.ts
Organisation,company,✅ KEEP,string,false,,67,export,,false,src/clients/cc-api/commands/organisation/organisation.types.d.ts
Organisation,VAT,✅ KEEP,string,false,,68,export,,false,src/clients/cc-api/commands/organisation/organisation.types.d.ts
Organisation,avatar,✅ KEEP,string,false,,69,export,,false,src/clients/cc-api/commands/organisation/organisation.types.d.ts
Organisation,vatState,✅ KEEP (data/resource state),'INVALID' | 'PENDING_VALIDATION' | 'VALID' | 'NOT_NEEDED' | 'NOT_APPLICABLE',false,,70,export,,false,src/clients/cc-api/commands/organisation/organisation.types.d.ts
Organisation,customerFullName,✅ KEEP,string,false,,71,export,,false,src/clients/cc-api/commands/organisation/organisation.types.d.ts
Organisation,canPay,✅ KEEP,boolean,false,,72,export,,false,src/clients/cc-api/commands/organisation/organisation.types.d.ts
Organisation,cleverEnterprise,🔄 RENAME: isCleverEnterprise (boolean should have is/has/can prefix),boolean,false,,73,export,,false,src/clients/cc-api/commands/organisation/organisation.types.d.ts
Organisation,emergencyNumber,✅ KEEP,string,false,,74,export,,false,src/clients/cc-api/commands/organisation/organisation.types.d.ts
Organisation,canSEPA,✅ KEEP,boolean,false,,75,export,,false,src/clients/cc-api/commands/organisation/organisation.types.d.ts
Organisation,isTrusted,✅ KEEP,boolean,false,,76,export,,false,src/clients/cc-api/commands/organisation/organisation.types.d.ts
OrganisationMember,id,✅ KEEP (primary identifier),string,false,,80,export,,false,src/clients/cc-api/commands/organisation/organisation.types.d.ts
OrganisationMember,email,🔄 RENAME: emailAddress (be explicit),string,false,,81,export,,false,src/clients/cc-api/commands/organisation/organisation.types.d.ts
OrganisationMember,name,📝 CLARIFY: too generic",src/clients/cc-api/commands/organisation/organisation.types.d.ts,string,false,,82,export,,false,Organisation
avatar,✅ KEEP,src/clients/cc-api/commands/organisation/organisation.types.d.ts,string,false,,83,export,,false,OrganisationMember
preferredMFA,✅ KEEP,src/clients/cc-api/commands/organisation/organisation.types.d.ts,MFAKind,false,,84,export,,false,OrganisationMember
role,✅ KEEP,src/clients/cc-api/commands/organisation/organisation.types.d.ts,OrganisationMemberRole,false,,85,export,,false,OrganisationMember
job,🔄 RENAME: jobTitle or role (job is too generic),src/clients/cc-api/commands/organisation/organisation.types.d.ts,string,true,,86,export,,false,OrganisationMember
organisationId,✅ KEEP,src/clients/cc-api/commands/organisation/remove-organisation-member-command.types.d.ts,string,false,,2,export,,false,RemoveOrganisationMemberCommandInput
memberId,✅ KEEP,src/clients/cc-api/commands/organisation/remove-organisation-member-command.types.d.ts,string,false,,3,export,,false,RemoveOrganisationMemberCommandInput
organisationId,✅ KEEP,src/clients/cc-api/commands/organisation/update-organisation-avatar-command.types.d.ts,string,false,,2,export,,false,UpdateOrganisationAvatarCommandInput
mimeType,✅ KEEP,src/clients/cc-api/commands/organisation/update-organisation-avatar-command.types.d.ts,'image/bmp' | 'image/gif' | 'image/jpeg' | 'image/png' | 'image/tiff',false,,3,export,,false,UpdateOrganisationAvatarCommandInput
data,"📝 CLARIFY: too generic,Blob,false,,4,export,,false,src/clients/cc-api/commands/organisation/update-organisation-avatar-command.types.d.ts
UpdateOrganisationAvatarCommandOutput,url,📝 CLARIFY: too generic",src/clients/cc-api/commands/organisation/update-organisation-avatar-command.types.d.ts,string,false,,8,export,,false,UpdateOrganisationAvatarCommandInput
organisationId,✅ KEEP,src/clients/cc-api/commands/organisation/update-organisation-command.types.d.ts,string,false,,8,,,false,UpdateOrganisationBase
name,"📝 CLARIFY: too generic,string,false,,9,,,false,src/clients/cc-api/commands/organisation/update-organisation-command.types.d.ts
UpdateOrganisationBase,description,✅ KEEP,string,false,,10,,,false,src/clients/cc-api/commands/organisation/update-organisation-command.types.d.ts
UpdateOrganisationBase,address,✅ KEEP,string,false,,11,,,false,src/clients/cc-api/commands/organisation/update-organisation-command.types.d.ts
UpdateOrganisationBase,city,✅ KEEP,string,false,,12,,,false,src/clients/cc-api/commands/organisation/update-organisation-command.types.d.ts
UpdateOrganisationBase,zipcode,✅ KEEP,string,false,,13,,,false,src/clients/cc-api/commands/organisation/update-organisation-command.types.d.ts
UpdateOrganisationBase,customerFullName,✅ KEEP,string,false,,14,,,false,src/clients/cc-api/commands/organisation/update-organisation-command.types.d.ts
UpdateOrganisationBase,billingEmailAddress,🔄 RENAME: networkGroup* (ng is unclear),string,true,renamed from billingEmail,16,,,false,src/clients/cc-api/commands/organisation/update-organisation-command.types.d.ts
UpdateOrganisationStandard,country,✅ KEEP,string,false,,28,export,UpdateOrganisationBase,false,src/clients/cc-api/commands/organisation/update-organisation-command.types.d.ts
UpdateOrganisationCompany,company,✅ KEEP,string,false,,32,export,UpdateOrganisationBase,false,src/clients/cc-api/commands/organisation/update-organisation-command.types.d.ts
UpdateOrganisationCompany,VAT,✅ KEEP,string,false,,33,export,UpdateOrganisationBase,false,src/clients/cc-api/commands/organisation/update-organisation-command.types.d.ts
UpdateOrganisationMemberCommandInput,organisationId,✅ KEEP,string,false,,4,export,,false,src/clients/cc-api/commands/organisation/update-organisation-member-command.types.d.ts
UpdateOrganisationMemberCommandInput,memberId,✅ KEEP,string,false,,5,export,,false,src/clients/cc-api/commands/organisation/update-organisation-member-command.types.d.ts
UpdateOrganisationMemberCommandInput,role,✅ KEEP,OrganisationMemberRole,true,,6,export,,false,src/clients/cc-api/commands/organisation/update-organisation-member-command.types.d.ts
UpdateOrganisationMemberCommandInput,job,🔄 RENAME: jobTitle or role (job is too generic),string,true,,7,export,,false,src/clients/cc-api/commands/organisation/update-organisation-member-command.types.d.ts
AuthorizePaypalCommandInput,ownerId,✅ KEEP,string,false,,4,export,,false,src/clients/cc-api/commands/payment/authorize-paypal-command.types.d.ts
AuthorizePaypalCommandInput,invoiceNumber,✅ KEEP,string,false,,5,export,,false,src/clients/cc-api/commands/payment/authorize-paypal-command.types.d.ts
AuthorizePaypalCommandInput,transactionId,✅ KEEP,string,false,,6,export,,false,src/clients/cc-api/commands/payment/authorize-paypal-command.types.d.ts
AuthorizeStripeCommandInput,ownerId,✅ KEEP,string,false,,4,export,,false,src/clients/cc-api/commands/payment/authorize-stripe-command.types.d.ts
AuthorizeStripeCommandInput,invoiceNumber,✅ KEEP,string,false,,5,export,,false,src/clients/cc-api/commands/payment/authorize-stripe-command.types.d.ts
AuthorizeStripeCommandInput,intentId,✅ KEEP,string,false,,6,export,,false,src/clients/cc-api/commands/payment/authorize-stripe-command.types.d.ts
GetStripeIntentCommandInput,ownerId,✅ KEEP,string,false,,2,export,,false,src/clients/cc-api/commands/payment/get-stripe-intent-command.types.d.ts
GetStripeIntentCommandOutput,id,✅ KEEP (primary identifier),string,false,,6,export,,false,src/clients/cc-api/commands/payment/get-stripe-intent-command.types.d.ts
GetStripeIntentCommandOutput,clientSecret,✅ KEEP,string,false,,7,export,,false,src/clients/cc-api/commands/payment/get-stripe-intent-command.types.d.ts
GetStripeIntentCommandOutput,customer,✅ KEEP,string,false,,8,export,,false,src/clients/cc-api/commands/payment/get-stripe-intent-command.types.d.ts
InitPaypalCommandInput,ownerId,✅ KEEP,string,false,,2,export,,false,src/clients/cc-api/commands/payment/init-paypal-command.types.d.ts
InitPaypalCommandInput,invoiceNumber,✅ KEEP,string,false,,3,export,,false,src/clients/cc-api/commands/payment/init-paypal-command.types.d.ts
InitPaypalCommandOutput,url,📝 CLARIFY: too generic",src/clients/cc-api/commands/payment/init-paypal-command.types.d.ts,string,false,,7,export,,false,UpdateOrganisationBase
ownerId,✅ KEEP,src/clients/cc-api/commands/payment/init-stripe-command.types.d.ts,string,false,,4,export,,false,InitStripeCommandInput
invoiceNumber,✅ KEEP,src/clients/cc-api/commands/payment/init-stripe-command.types.d.ts,string,false,,5,export,,false,InitStripeCommandInput
ownerId,✅ KEEP,src/clients/cc-api/commands/payment-method/create-payment-method-command.types.d.ts,string,false,,4,export,,false,CreatePaymentMethodCommandInput
id,✅ KEEP (primary identifier),src/clients/cc-api/commands/payment-method/create-payment-method-command.types.d.ts,string,false,,5,export,,false,CreatePaymentMethodCommandInput
ownerId,✅ KEEP,src/clients/cc-api/commands/payment-method/delete-payment-method-command.types.d.ts,string,false,,2,export,,false,DeletePaymentMethodCommandInput
token,✅ KEEP,src/clients/cc-api/commands/payment-method/delete-payment-method-command.types.d.ts,string,false,,3,export,,false,DeletePaymentMethodCommandInput
ownerId,✅ KEEP,src/clients/cc-api/commands/payment-method/list-payment-method-command.types.d.ts,string,false,,4,export,,false,ListPaymentMethodCommandInput
ownerId,✅ KEEP,src/clients/cc-api/commands/payment-method/payment-method.types.d.ts,string,false,,2,export,,false,PaymentMethod
type,"📝 CLARIFY: too generic,string,false,,3,export,,false,src/clients/cc-api/commands/payment-method/payment-method.types.d.ts
PaymentMethod,token,✅ KEEP,string,false,,4,export,,false,src/clients/cc-api/commands/payment-method/payment-method.types.d.ts
PaymentMethod,primary,🔄 RENAME: isPrimary (boolean should have is/has/can prefix),boolean,false,renamed from isDefault,6,export,,false,src/clients/cc-api/commands/payment-method/payment-method.types.d.ts
PaymentMethod,number,✅ KEEP,string,false,,7,export,,false,src/clients/cc-api/commands/payment-method/payment-method.types.d.ts
SetPrimaryPaymentMethodCommandInput,ownerId,✅ KEEP,string,false,,4,export,,false,src/clients/cc-api/commands/payment-method/set-primary-payment-method-command.types.d.ts
SetPrimaryPaymentMethodCommandInput,id,✅ KEEP (primary identifier),string,false,,5,export,,false,src/clients/cc-api/commands/payment-method/set-primary-payment-method-command.types.d.ts
GetPriceSystemCommandInput,ownerId,✅ KEEP,string,false,,4,export,,false,src/clients/cc-api/commands/price-system/get-price-system-command.types.d.ts
GetPriceSystemCommandInput,zone,✅ KEEP,string,false,,5,export,,false,src/clients/cc-api/commands/price-system/get-price-system-command.types.d.ts
PriceSystem,zone,✅ KEEP (already renamed from API format),string,true,renamed from zone_id,3,export,,false,src/clients/cc-api/commands/price-system/price-system.types.d.ts
PriceSystem,currency,✅ KEEP,string,false,,4,export,,false,src/clients/cc-api/commands/price-system/price-system.types.d.ts
PriceSystem,runtime,🔄 RENAME: runtimes (array should have plural name),Array<RuntimePricePolicy>,false,,5,export,,false,src/clients/cc-api/commands/price-system/price-system.types.d.ts
PriceSystem,countable,🔄 RENAME: countables (array should have plural name),Array<CountablePricePolicy>,false,,6,export,,false,src/clients/cc-api/commands/price-system/price-system.types.d.ts
RuntimePricePolicy,id,✅ KEEP (primary identifier),string,false,renamed from runtime_policy_id,11,export,,false,src/clients/cc-api/commands/price-system/price-system.types.d.ts
RuntimePricePolicy,source,✅ KEEP,string,false,,12,export,,false,src/clients/cc-api/commands/price-system/price-system.types.d.ts
RuntimePricePolicy,flavor,✅ KEEP,string,false,,13,export,,false,src/clients/cc-api/commands/price-system/price-system.types.d.ts
RuntimePricePolicy,timeUnit,📝 CLARIFY: check if date/time field",src/clients/cc-api/commands/price-system/price-system.types.d.ts,string,false,renamed from time_unit,15,export,,false,PaymentMethod
price,✅ KEEP,src/clients/cc-api/commands/price-system/price-system.types.d.ts,number,false,,16,export,,false,RuntimePricePolicy
priceId,✅ KEEP,src/clients/cc-api/commands/price-system/price-system.types.d.ts,string,false,renamed from slug_id and transformed to lower case,18,export,,false,RuntimePricePolicy
id,✅ KEEP (primary identifier),src/clients/cc-api/commands/price-system/price-system.types.d.ts,string,false,renamed from countable_policy_id,23,export,,false,CountablePricePolicy
service,✅ KEEP,src/clients/cc-api/commands/price-system/price-system.types.d.ts,string,false,,24,export,,false,CountablePricePolicy
dataUnit,✅ KEEP (already renamed from API format),src/clients/cc-api/commands/price-system/price-system.types.d.ts,string,false,renamed from data_unit,26,export,,false,CountablePricePolicy
dataQuantityForPrice,✅ KEEP (already renamed from API format),src/clients/cc-api/commands/price-system/price-system.types.d.ts,BillableQuantity,false,renamed from data_quantity_for_price,28,export,,false,CountablePricePolicy
timeIntervalForPrice,✅ KEEP (already renamed from API format),src/clients/cc-api/commands/price-system/price-system.types.d.ts,BillableTime,true,renamed from time_interval_for_price,30,export,,false,CountablePricePolicy
pricePlans,✅ KEEP,src/clients/cc-api/commands/price-system/price-system.types.d.ts,Array<CountablePricePlan>,false,renamed from price_plans,32,export,,false,CountablePricePolicy
secability,✅ KEEP,src/clients/cc-api/commands/price-system/price-system.types.d.ts,'SECABLE' | 'INSECABLE',false,,36,export,,false,BillableQuantity
quantity,✅ KEEP,src/clients/cc-api/commands/price-system/price-system.types.d.ts,number,false,,37,export,,false,BillableQuantity
secability,✅ KEEP,src/clients/cc-api/commands/price-system/price-system.types.d.ts,'SECABLE' | 'INSECABLE',false,,41,export,,false,BillableTime
interval,✅ KEEP,src/clients/cc-api/commands/price-system/price-system.types.d.ts,number,false,,42,export,,false,BillableTime
planId,✅ KEEP,src/clients/cc-api/commands/price-system/price-system.types.d.ts,string,false,renamed from plan_id,47,export,,false,CountablePricePlan
maxQuantity,✅ KEEP (already renamed from API format),src/clients/cc-api/commands/price-system/price-system.types.d.ts,number,true,renamed from max_quantity,49,export,,false,CountablePricePlan
price,✅ KEEP,src/clients/cc-api/commands/price-system/price-system.types.d.ts,number,false,,50,export,,false,CountablePricePlan
id,✅ KEEP (primary identifier),src/clients/cc-api/commands/product/get-product-addon-command.types.d.ts,string,false,,4,export,,false,GetProductAddonCommandInput
withVersions,🔄 RENAME: isWithVersions (boolean should have is/has/can prefix),src/clients/cc-api/commands/product/get-product-addon-command.types.d.ts,boolean,false,,5,export,,false,GetProductAddonCommandInput
ownerId,✅ KEEP,src/clients/cc-api/commands/product/get-product-addon-command.types.d.ts,string,true,,6,export,,false,GetProductAddonCommandInput
id,✅ KEEP (primary identifier),src/clients/cc-api/commands/product/get-product-addon-versions-command.types.d.ts,string,false,,4,export,,false,GetProductAddonVersionsCommandInput
type,"📝 CLARIFY: too generic,string,false,,4,export,,false,src/clients/cc-api/commands/product/get-product-runtime-command.types.d.ts
GetProductRuntimeCommandInput,version,✅ KEEP,string,false,,5,export,,false,src/clients/cc-api/commands/product/get-product-runtime-command.types.d.ts
GetProductRuntimeCommandInput,ownerId,✅ KEEP,string,true,,6,export,,false,src/clients/cc-api/commands/product/get-product-runtime-command.types.d.ts
ListProductAddonCommandInput,withVersions,🔄 RENAME: isWithVersions (boolean should have is/has/can prefix),boolean,false,,4,export,,false,src/clients/cc-api/commands/product/list-product-addon-command.types.d.ts
ListProductAddonCommandInput,ownerId,✅ KEEP,string,true,,5,export,,false,src/clients/cc-api/commands/product/list-product-addon-command.types.d.ts
ProductRuntime,type,📝 CLARIFY: too generic",src/clients/cc-api/commands/product/product.types.d.ts,string,false,,4,export,,false,GetProductRuntimeCommandInput
version,✅ KEEP,src/clients/cc-api/commands/product/product.types.d.ts,string,false,,5,export,,false,ProductRuntime
name,"📝 CLARIFY: too generic,string,false,,6,export,,false,src/clients/cc-api/commands/product/product.types.d.ts
ProductRuntime,variant,✅ KEEP,ProductRuntimeVariant,false,,7,export,,false,src/clients/cc-api/commands/product/product.types.d.ts
ProductRuntime,description,✅ KEEP,string,false,,8,export,,false,src/clients/cc-api/commands/product/product.types.d.ts
ProductRuntime,enabled,🔄 RENAME: isEnabled (boolean should have is/has/can prefix),boolean,false,,9,export,,false,src/clients/cc-api/commands/product/product.types.d.ts
ProductRuntime,comingSoon,🔄 RENAME: isComingSoon (boolean should have is/has/can prefix),boolean,false,,10,export,,false,src/clients/cc-api/commands/product/product.types.d.ts
ProductRuntime,maxInstances,✅ KEEP,number,false,,11,export,,false,src/clients/cc-api/commands/product/product.types.d.ts
ProductRuntime,tags,✅ KEEP,Array<string>,false,,12,export,,false,src/clients/cc-api/commands/product/product.types.d.ts
ProductRuntime,deployments,✅ KEEP,Array<string>,false,,13,export,,false,src/clients/cc-api/commands/product/product.types.d.ts
ProductRuntime,flavors,✅ KEEP,Array<ProductRuntimeFlavor>,false,,14,export,,false,src/clients/cc-api/commands/product/product.types.d.ts
ProductRuntime,defaultFlavor,✅ KEEP,ProductRuntimeFlavor,false,,15,export,,false,src/clients/cc-api/commands/product/product.types.d.ts
ProductRuntime,buildFlavor,✅ KEEP,ProductRuntimeFlavor,false,,16,export,,false,src/clients/cc-api/commands/product/product.types.d.ts
ProductRuntimeVariant,id,✅ KEEP (primary identifier),string,false,,20,export,,false,src/clients/cc-api/commands/product/product.types.d.ts
ProductRuntimeVariant,slug,✅ KEEP,string,false,,21,export,,false,src/clients/cc-api/commands/product/product.types.d.ts
ProductRuntimeVariant,name,📝 CLARIFY: too generic",src/clients/cc-api/commands/product/product.types.d.ts,string,false,,22,export,,false,ProductRuntime
deployType,✅ KEEP,src/clients/cc-api/commands/product/product.types.d.ts,string,false,,23,export,,false,ProductRuntimeVariant
logo,✅ KEEP,src/clients/cc-api/commands/product/product.types.d.ts,string,false,,24,export,,false,ProductRuntimeVariant
defaultDedicatedVersion,✅ KEEP,src/clients/cc-api/commands/product/product.types.d.ts,string,false,,57,export,,false,ProductAddonVersions
id,✅ KEEP (primary identifier),src/clients/cc-api/commands/product/product.types.d.ts,string,false,,61,export,,false,ProductAddonClusterVersion
label,"📝 CLARIFY: too generic,string,false,,62,export,,false,src/clients/cc-api/commands/product/product.types.d.ts
ProductAddonClusterVersion,zone,✅ KEEP,string,false,,63,export,,false,src/clients/cc-api/commands/product/product.types.d.ts
ProductAddonClusterVersion,version,✅ KEEP,string,false,,64,export,,false,src/clients/cc-api/commands/product/product.types.d.ts
ElasticsearchServiceInfo,name,📝 CLARIFY: too generic",src/clients/cc-api/commands/product/product.types.d.ts,string,false,,86,export,,false,ProductAddonClusterVersion
mem,✅ KEEP,src/clients/cc-api/commands/product/product.types.d.ts,number,false,,87,export,,false,ElasticsearchServiceInfo
cpus,✅ KEEP,src/clients/cc-api/commands/product/product.types.d.ts,number,false,,88,export,,false,ElasticsearchServiceInfo
gpus,✅ KEEP,src/clients/cc-api/commands/product/product.types.d.ts,number,false,,89,export,,false,ElasticsearchServiceInfo
price,✅ KEEP,src/clients/cc-api/commands/product/product.types.d.ts,number,false,,90,export,,false,ElasticsearchServiceInfo
available,🔄 RENAME: isAvailable (boolean should have is/has/can prefix),src/clients/cc-api/commands/product/product.types.d.ts,boolean,false,,91,export,,false,ElasticsearchServiceInfo
microservice,🔄 RENAME: isMicroservice (boolean should have is/has/can prefix),src/clients/cc-api/commands/product/product.types.d.ts,boolean,false,,92,export,,false,ElasticsearchServiceInfo
nice,🔄 RENAME: priority or niceLevel (nice is unclear),src/clients/cc-api/commands/product/product.types.d.ts,number,false,,93,export,,false,ElasticsearchServiceInfo
priceId,✅ KEEP,src/clients/cc-api/commands/product/product.types.d.ts,string,false,renamed from price_id and transformed to lower case,95,export,,false,ElasticsearchServiceInfo
address,✅ KEEP,src/clients/cc-api/commands/profile/create-profile-email-address-command.types.d.ts,string,false,,2,export,,false,CreateProfileEmailAddressCommandInput
address,✅ KEEP,src/clients/cc-api/commands/profile/delete-profile-email-address-command.types.d.ts,string,false,,2,export,,false,DeleteProfileEmailAddressCommandInput
primaryAddress,✅ KEEP,src/clients/cc-api/commands/profile/list-profile-email-address-command.types.d.ts,ProfileEmailAddress,false,,2,export,,false,ListProfileEmailAddressCommandOutput
secondaryAddresses,✅ KEEP,src/clients/cc-api/commands/profile/list-profile-email-address-command.types.d.ts,Array<ProfileEmailAddress>,false,,3,export,,false,ListProfileEmailAddressCommandOutput
address,✅ KEEP,src/clients/cc-api/commands/profile/list-profile-email-address-command.types.d.ts,string,false,,7,export,,false,ProfileEmailAddress
verified,🔄 RENAME: isVerified (boolean should have is/has/can prefix),src/clients/cc-api/commands/profile/list-profile-email-address-command.types.d.ts,boolean,false,,8,export,,false,ProfileEmailAddress
id,✅ KEEP (primary identifier),src/clients/cc-api/commands/profile/profile.types.d.ts,string,false,,4,export,,false,Profile
email,🔄 RENAME: emailAddress (be explicit),src/clients/cc-api/commands/profile/profile.types.d.ts,string,false,,5,export,,false,Profile
name,"📝 CLARIFY: too generic,string,false,,6,export,,false,src/clients/cc-api/commands/profile/profile.types.d.ts
Profile,phone,✅ KEEP,string,false,,7,export,,false,src/clients/cc-api/commands/profile/profile.types.d.ts
Profile,address,✅ KEEP,string,false,,8,export,,false,src/clients/cc-api/commands/profile/profile.types.d.ts
Profile,city,✅ KEEP,string,false,,9,export,,false,src/clients/cc-api/commands/profile/profile.types.d.ts
Profile,zipcode,✅ KEEP,string,false,,10,export,,false,src/clients/cc-api/commands/profile/profile.types.d.ts
Profile,country,✅ KEEP,string,false,,11,export,,false,src/clients/cc-api/commands/profile/profile.types.d.ts
Profile,avatar,✅ KEEP,string,false,,12,export,,false,src/clients/cc-api/commands/profile/profile.types.d.ts
Profile,creationDate,🔄 RENAME: createdAt (standardize to 'At' suffix),string,false,,13,export,,false,src/clients/cc-api/commands/profile/profile.types.d.ts
Profile,lang,🔄 RENAME: networkGroup* (ng is unclear),string,false,,14,export,,false,src/clients/cc-api/commands/profile/profile.types.d.ts
Profile,emailValidated,🔄 RENAME: isEmailValidated (boolean should have is/has/can prefix),boolean,false,,15,export,,false,src/clients/cc-api/commands/profile/profile.types.d.ts
Profile,isLinkedToGitHub,✅ KEEP,boolean,false,,16,export,,false,src/clients/cc-api/commands/profile/profile.types.d.ts
Profile,admin,🔄 RENAME: isAdmin (boolean should have is/has/can prefix),boolean,false,,17,export,,false,src/clients/cc-api/commands/profile/profile.types.d.ts
Profile,canPay,✅ KEEP,boolean,false,,18,export,,false,src/clients/cc-api/commands/profile/profile.types.d.ts
Profile,preferredMFA,✅ KEEP,MFAKind,false,,19,export,,false,src/clients/cc-api/commands/profile/profile.types.d.ts
Profile,hasPassword,✅ KEEP,boolean,false,,20,export,,false,src/clients/cc-api/commands/profile/profile.types.d.ts
Profile,partnerId,✅ KEEP,string,false,,21,export,,false,src/clients/cc-api/commands/profile/profile.types.d.ts
Profile,partnerName,✅ KEEP,string,false,,22,export,,false,src/clients/cc-api/commands/profile/profile.types.d.ts
Profile,partnerConsoleUrl,✅ KEEP,string,false,,23,export,,false,src/clients/cc-api/commands/profile/profile.types.d.ts
SetProfilePrimaryEmailAddressCommandInput,address,✅ KEEP,string,false,,2,export,,false,src/clients/cc-api/commands/profile/set-profile-primary-email-address-command.types.d.ts
UpdateProfileAvatarCommandOutput,url,📝 CLARIFY: too generic",src/clients/cc-api/commands/profile/update-profile-avatar-command.types.d.ts,string,false,,6,export,,false,Profile
type,"📝 CLARIFY: too generic,'externalSource',false,,10,export,,false,src/clients/cc-api/commands/profile/update-profile-avatar-command.types.d.ts
UpdateProfileAvatarCommandInputExternal,source,✅ KEEP,'github' | 'gravatar',false,,11,export,,false,src/clients/cc-api/commands/profile/update-profile-avatar-command.types.d.ts
UpdateProfileAvatarCommandInputData,type,📝 CLARIFY: too generic",src/clients/cc-api/commands/profile/update-profile-avatar-command.types.d.ts,'dataSource',false,,15,export,,false,UpdateProfileAvatarCommandInputExternal
mimeType,✅ KEEP,src/clients/cc-api/commands/profile/update-profile-avatar-command.types.d.ts,'image/bmp' | 'image/gif' | 'image/jpeg' | 'image/png' | 'image/tiff',false,,16,export,,false,UpdateProfileAvatarCommandInputData
data,"📝 CLARIFY: too generic,Blob,false,,17,export,,false,src/clients/cc-api/commands/profile/update-profile-avatar-command.types.d.ts
UpdateProfileCommandInput,name,📝 CLARIFY: too generic",src/clients/cc-api/commands/profile/update-profile-command.types.d.ts,string,true,,4,export,,false,UpdateProfileAvatarCommandInputData
phone,✅ KEEP,src/clients/cc-api/commands/profile/update-profile-command.types.d.ts,string,true,,5,export,,false,UpdateProfileCommandInput
address,✅ KEEP,src/clients/cc-api/commands/profile/update-profile-command.types.d.ts,string,true,,6,export,,false,UpdateProfileCommandInput
city,✅ KEEP,src/clients/cc-api/commands/profile/update-profile-command.types.d.ts,string,true,,7,export,,false,UpdateProfileCommandInput
